number,text
115,"圧縮の考え方 例えば,AAAAABBBBBという連続した文字列がある場合,最初の文字列と連続する個数を記録することにすれば,A5B5のように表現される。このように10文字分が4文字分で表現されるので,ファイルは元の40%に圧縮されたことになる。"
116,"ランレングス法 FAXなどは文字も図形もモノクロの画像として送受信される。「圧縮の考え方」で述べたAを白い部分,Bを黒い部分と考えれば,白が続く部分や黒が続く部分がかなりあるため,ファイルは相当程度圧縮することができる。"
117,"一般的な文書の圧縮 一般的な文書などでは,同じ文字が続くことはまれである。例えば,「intelligence」という12文字が格納されたファイルをランレングス法で圧縮すると「i1n1t1e1l2i1g1e1n1c1e1」のように22文字となる。ほとんどの文字の後ろに「1」がつくために約2倍のデータ量となってしまう。このようなファイルを圧縮する場合はランレングス法以外の手法が適している。"
118,"ハフマン法 さきほどの文字列「intelligence」は図表11にあるように7種類の文字でできている。7種類の文字を表すためには3ビット(2 3= 8)必要である。このように1文字あたり3ビットで表現すれば,「intelligence」は12文字× 3ビット= 36ビットのデータ量になる。ここで,良く使われる文字に割り当てるビット数を減らせば,あまり使われない文字のビット数を増やしても全体のデータ量を減らすことができる。このような考え方で行う圧縮の方法をハフマン法という。"
119,"まず,「intelligence」という文字列における文字の出現回数を割り出す。"
120,"次に並べ替え,出現回数の多い文字に対して,少ないビット数の符号を割り当てる。"
121,"図表12を基にintelligenceを圧縮したビット列(符号)で表現するとintの部分が「1(i) 01(n) 100(t)…」となるが,この部分だけでも,「101(g) 100(t)…」と読むこともでき,文字の区切りが分からない。"
122,"その為,圧縮したビット列で表現しても,文字区切りがわかる方法として,以下のハフマン木の作成手順の例のような方法で各文字に圧縮したビット列を割り当てれば,それぞれの文字に割り当てるビット数が異なっても対応する文字を一意に決めることができる。"
123,"例えば,圧縮したビット列「00」を,図表13の④で入れた0と1を上からたどれば対応する文字は「e」のみとなり,「100」を上からたどれば対応する文字は「l」となる。このような方法で各文字に割り当てる符号を定め,これを基に圧縮する方法をハフマン法という。この方法では,常に各文字列に対応するハフマン符号の表と,それを基に圧縮されたビット列をセットでファイルに格納することになる。"
124,"図表13で作成したハフマン符号を用いて「intelligence」を圧縮したビット列で表すと,「010(i) 011(n) 101(t) 00(e) 100(l) 100(l) 010(i) 110(g) 00(e) 011(n) 111(c) 00(e)」のように33ビットとなる。「intelligence」の1文字を3ビットで表していた場合は36ビットだったので,約92%に圧縮されたことになる。"
125,"実際には,これに各文字列に対応するハフマン符号の表がつくので圧縮率はこれより低くなる。しかし,ある程度長い文章であれば,母音などの出現頻度の高い文字に少ないビット数の符号が割り当てられるとともに,文書全体のデータ量に比べてハフマン符号の表のデータ量が小さくなるので,ランレングス法より高い圧縮率が期待できる。"
126,"コミュニケーションは,送り手(送信者:情報を伝える側)と,受け手(受信者:情報を受け取る側)の間で情報をやり取りすることを指す。送り手は情報となるデータを収集し,受け手が理解できるように,構造化して,価値あるものに編集することでコミュニケーションが実現される。つまり,「情報を伝える」ということは,自分以外の他者がそれを受け取り,理解することによって達成される。"
127,"ネイサンは「理解」という目に見えない概念を,簡潔なモデルとして図表1のように表現した。このモデルで表現されている重要なポイントとして,まず「『データ』はコンテクスト(文脈)によって,初めて『情報』になること。」逆に言えば,「コンテクストが伴わないものは情報ではないということ」。そして,「情報は個人的な『経験』を通して『知識』となり,さらに『知恵』に昇華されていく。」「『理解』は個人の中で解釈を進めていく連続的なプロセスの中にある。」ということである。人に何かを「伝え」,そして「わかる」ことを導いていくためには,データから知恵に至る周辺の要素を考慮して設計していく必要がある。"
128,"コミュニケーションを,個人同士で情報をやり取りする「対人コミュニケーション」,限られた集団で情報をやり取りする「集団コミュニケーション」,不特定多数で情報をやり取りする「マスコミュニケーション」の3つのモデルに分ける考え方がある。モデルにより受け手の対象規模は異なるが,どのモデルにおいても,送り手が意図したメッセージを受け手が正しく受け取ることが出来るよう,言語的コミュニケーション(活字など)や非言語的コミュニケーション(表情など)を用いて工夫して伝えることが重要となる。"
129,"誰が誰をどう呼ぶかの「呼称」の問題には,潜在的な人間観が反映されている。コミュニケーション論の領域では,情報通信モデルから発展した,「送り手(送信者)」「受け手(受信者)」が使われている。また,IT業界では開発側と使う側の立場を切り分けるために,「ユーザー」という言葉が使われる。学校教育の場では,実在する人々の姿やその生活を意識することが重要であり,「ユーザー」「顧客」「視聴者」などのビジネス用語で説明することについては,慎重にならなければならない。"
130,"コミュニケーションの語源は,communis(共通の)+munitare(通行可能にする)と言われ,つまり「共通して行き交う」ことである。そのために基盤となることを抑えておくことが重要となる。コミュニケーションの過程を,記号論をベースにモデル化すると右のようになる。"
131,"コミュニケーションが成り立つためには,まず「送り手」と「受け手」が存在する必要がある。両者は同じ時間・状況の中に存在しているとは限らないため,それぞれが別の文脈を持つ。「送り手」はコンテクストを記号化して,「受け手」はそれを解読する。正しく変換を行うためには,その両者の間では「コード体系」が共有されていなければならない。これらは,学校や家庭,あるいは特定のコミュニティの中での学習によって,社会的に共有されている。コード体系は,大きく,1)言語(自然言語,人工言語),2)視覚言語(色,形,シンボル,手話など),3)非言語(身振り,表情)などに分類される。「コード体系」を共有しても,文脈や解釈によって意味がずれることは避けられない。それゆえ相互に調整し,コミュニケーションを構築していくことが大切である。"
132,"コンテンツ(伝える内容)とは,メディア(媒介するもの)に対応して,中身を総まとめ的に捉えた言い方である。したがってあらゆる種類の情報はコンテンツとして捉えられるが,「一次情報」(自分で探し生み出した情報)と「二次情報」(誰かが生み出した情報を再利用した情報)と同じように,一次コンテンツと二次コンテンツに分類される。誰かが生み出した創造物を使うだけでなく,自分の創造性を発揮してコンテンツを生産することが大事である。例えば地域の観光コンテンツの場合,有名な場所や確立された見所を紹介するだけでなく,実際に自分で現場に行ってみて直接感じてみる,それらの体験を特定の切り口で再構成することで,独自性を生み出すことが出来る。"
133,"自分が消化できる情報量を遙かに超える情報に日々晒(さら)されている現代の生活において,情報の「受け手」が自分の判断で自由に使うことのできる時間や外界への注意力(Attention)は減少していく一方である。そのため,短い時間で効率よく伝えることを目的として,情報の加工が行われる。大きく分けて,抽象的で掴みにくい物事を,具体的で目に見えるような物事に変換すること(具体化),個別の具体的な事象から注目すべき部分を取り出してモデルにしていくこと(抽象化)の2つの方向性があり,それぞれ目的に沿って使い分けられる。読み飛ばされたり,退屈に見られたりしがちな物事でも,適切に加工することでコンテンツとしての力を高めることができる。"
134,"現実世界における情報は元々複雑なものであり,受け取る人にそのまま全部届けてしまうと,処理するのに大きな負荷がかかってしまう。例えばある場所の地理情報は,そのままでは多様な情報が入っており複雑すぎる。そこで,移動を目的とした「地図」にする際には,まず受け手が見る方向の地図や縮尺が考慮されて切り取られる。次に地名や交差点名などの名称や建物記号,部分的に色などの情報を足していく。そして移動には優先度が高くない地形や標高などの情報をできるだけ減らしていく。そのようなプロセスを行うことで,初めて「わかりやすい」地図に近付いていく。"
135,"デザインは足し算と思われがちであるが,何を間引いていくかの引き算の方が重要である。「シンプル」という言葉は,削った結果であり,引き算と強く関係している。デザインは,足し算によって必要な要件を満たした後に,引き算によってどれだけシンプルにするかが大切である。また,この「足す」と「引く」は,情報の真正さにおいて極めて大きな問題である。何を載せて何を載せないのかの判断は,しばしば提供する側の都合によって決定されている。判断基準に対する倫理感が必要である。"
136,"重要な情報であっても,人間は「意味」を感じないことには,自分の中に咀嚼していくことは難しい。また人間はバラバラな情報にもストーリーを読んでしまうものである。ストーリー性は,人類が太古から引き継いできた「心の働き」であると捉えられる。よいストーリーを持つ情報は共感され,広く共有されるため,生き延びていく。そこで,重要な情報は物語の力を使うことで知識化を促し,世代を超えて伝承させることが古くから行われてきた(例:いろは歌,神話など)。物語の型は,さまざまなものがあるが,漢詩由来の「起承転結」,舞楽由来の「序破急」,映画で構築された「三幕構成」などがあり,現代でもRPGやソーシャルゲームなどを始め,多くのコンテンツに展開されている。インフォグラフィックス(図解)においても人を惹きつけるストーリーは重要である。"
137,"デザインを行うにあたっては,さまざまな制約が伴う。例えば紙のサイズや色の数,かけられる時間,予算,依頼主の求める条件など。制約は物事の可能性を狭めるものと思われがちだが,逆に制約を逆手に取ることで新鮮な発想に繋がることも多い。制約は発想源であり,発想に優れた人ほど制約を上手に活用していく。草創期のエンターテイメントは,厳しいメディアの制約の中で表現が試行錯誤されてきた(例:新聞の4コマ漫画,モノクロ映画,etc.)。こういった領域では,今のリッチなはずのメディアの中よりも遙かに研ぎ澄まされた表現が生まれてきた。要素が少ないからこそ,それらが創造性を刺激して,本来の「面白さ」が磨かれていくのである。"
138,"コンピュータ内部では,テキスト,画像,動画など様々な情報を0と1の2つの数字の組み合わせで扱っている。"
139,"コンテクスト(文脈)とは,コミュニケーションを行う場において,送り手・受け手の間に生じる相互の関係性,それぞれの背景情報となる状況や出来事の前後の関係性のことである。例えば,同じ言葉であっても背景となる出来事次第で,「大丈夫」という言葉の意味も異なってくるし,同じジョークであってもタイミング次第で笑えたり笑えなかったりする。逆に背景を丁寧に押さえれば,必要最小限の情報だけで,抜群の効果が出たりもする。現代はモバイル機器の普及によって,情報のやりとりの場面や必要とされることは,限りなく文脈に依存するようになっている。例えば,お昼時にスマートフォンで「ランチ」とサーチする人は,一般的な言葉の意味を検索しているのではない。その人が存在している場所と時間を起点にして,手頃な値段で評判がよくかつ予約無しで食べられ,お昼休みの間に行って返って来ることが出来るお店を探していることが想定される。"
140,"情報をデザインする際は,その情報はどのような文脈で接するのかのコンテクストに関する事前調査や仮説検証プロセスが重要となる。あらゆるコンテンツは,コンテクストの中で意味を持ち,コンテンツ単独で価値が決まるものではない。"
141,"人間は,よくわからない物事を,すでに知っている似たことに重ね合わせることで推し量ろうとする(類推/アナロジー)。またこの認知の仕組みを使って,違う分野の言葉を喩えに使って表したりする(メタファー)。例えばHTMLのHeadタグは,見えないが全部を司るという意味で「頭(の中)」の喩えであり,bodyタグは目に見える「体全体」の喩えである。パソコンは我々のよく知っている事務作業を模して設計されており,デスクトップは机の上,ファイルやフォルダは実際の事務用品である。この重ね合わせが近ければ近いほど,「わかりやすい」となる。受け手にとって馴染みのない情報,特に目に見えないことを伝える際には,喩えの力を使うことは効果的である。"
142,"一般的に,視覚情報は文字よりも認知過程がシンプルである。そのため「分かりやすくする=視覚化する」と短絡的に解釈されることがあるが,これは誤りである。視覚で伝えること,文字を使って伝えることは,それぞれ長所と短所があり,送り手と受け手の立場でも異なる。ユーザインタフェースの操作においても,アイコン表記を理解できない人が一定数いるため,結局は,文字と視覚をセットで扱うほうがエラーの確率は減る。情報の特性を使い分けるそもそもの「目的」をよく考慮した上で方針を決めることが大事である。例えば多国籍の人々が集まるイベントでの情報では,言語バリアを超える視覚言語が有効である。(例:オリンピック)逆に,情報の正確な記録が求められる場合は文書の方が有効なこともある。(例:議事録)"
143,"画面内に画像や文章を配置する際に重要なことは絵心ではなく,目の特性(ゲシュタルトの法則)を理解することである。デザイン原則としてよく知られているものは,「近接」「整列」「反復」「対比/強弱」のルールである。こういった知識を活用することで,まとまりのあるレイアウトをつくることができる。"
144,"情報を表現する形式のことをメディアという場合がある。メディアは様々な表現を通じて,情報の伝達や記録のために用いられており,媒体としての役割を担っている。情報は様々な形式で表現することができ,その形式に応じて受け手が得られる情報は変化する。また,利用者の働きかけによって,提示される内容が変化するメディアをインタラクティブ(双方向)なメディアという。"
145,"一般的に「メディア」というと,表現形式としてのメディアと,物理メディアを一体として捉えて,小数の発信者が多数の受信者に対して情報発信を行う新聞や出版物,テレビやラジオなどのマスメディアを指すことが多い。近年ではテレビや出版物だけでなく,インターネットを活用したネットワークメディアなどによる情報発信も行えるようになった。インターネットによって広まった新しいメディアの利用によるトラブルは急増し,それらに巻き込まれないためにも,メディアで流通した情報を客観的に評価したり,メディアを活用して効果的に情報を扱ったりすることが重要となっている。"
146,"コミュニケーションとメディアは時代に応じて日々変化してきた。旧石器時代の人類は,壁画などを用いて情報を伝えることもあったと考えられる。その後,楔形文字やヒエログリフなどの文字が生まれ,紙の普及により筆記のコミュニケーションが盛んになった。さらに15世紀には,グーテンベルクによって活版印刷術が発明されたことにより,情報の複製が大量にできるようになったことで,同じ情報を同時に複数人に伝えることが容易になった。その後,産業革命が起きたことをきっかけに,不特定多数への情報伝達の需要が高まり,マスメディアが誕生した。20世紀後半には,情報機器が登場し,様々なデータが大量に通信できるようになるとともに,双方向でのコミュニケーションが可能となった。今後もコミュニケーションとメディアの形態はさらに変化していくことが予想される。"
147,"情報を発信する側の視点では,送り手が伝えたいメッセージをコンテンツに変換することはゴールではなく,受け手がコンテンツを受け取り「伝わったこと」「解釈したこと」を基準に考えていく必要がある。現代では,万人に届けることよりも対象者を絞った上でコンテンツに変換した結果の仮説検証を行うことが重要となる。また,これまでは送り手の立場自体が問われることは少なかったが,近年になって双方向コミュニケーションが浸透する中で,「立場」や「(操作された意図的な)わかりやすさ」が情報の内容に大きな影響を与えていることがわかり(例:ポジショントーク,記事広告等),送り手が伝えようとしてる内容が「真実」であるという前提が機能しなくなってきた。情報の信頼性を考える上で発信元の伝えようとしている目的にかかる比重は増しつつある。そのため,情報を発信する場合には,「どんな立場の人によって」「なぜ」その情報が伝えられているのかは,明らかにしなければならない。"
148,"情報を発信する側が,一方的に情報を送るモデルでは,多くの場合受け手側がメッセージを解釈する際の能動性は考慮されていない。近年では,コミュニケーションは一方的な「伝達」ではなく,対話のように相互に作り上げる創造的なものと捉えるという解釈が強くなっている。"
149,"また,人間の認知特性は均一でなく,それぞれ異なっている。情報を視覚で理解するのが得意な人もいれば,聴覚で理解するのが得意な人もいる。また,漫画で開発された視覚記号のように文化に依存する読み書き能力もある。一部の記号は,読み慣れている人には,一瞬で伝わるが,文化の異なる人には理解できない。また,近年では,検索アルゴリズムの発達によって,利用者の思想や行動特性に合わせた情報だけが選別されて表示され,インターネット上の観測範囲が狭くなる現象(フィルターバブル)が指摘されている。"
150,"これらの点を考慮すると,情報を受け取る立場の人も責任が重くなっていることを自覚しなくてはならない。自分は何を判断基準にして情報を受け入れているのかを批判的に検証する姿勢を持つ必要がある。"
151,"コミュニケーションとは,これまで説明してきたように意思や思想,感情などの情報を様々な方法で伝え合うことである。しかし,伝え合うだけであれば,それはコミュニケーションではなく,伝達や交信である。より良いコミュニケーションを行うためには,情報の受取手の立場や考え方,気持ちを理解して伝えることが必要である。しかし,現代社会においては情報が氾濫し過ぎているため,情報に振り回されず,情報を活用していくために必要な情報を取捨選択し,整理する能力が必要となる。情報を発信する人は,相手が求めているコトは何かを捉えて情報を提供し,「何のために伝えているのか」という伝える目的を持つことが重要となる。まとめると,良いコミュニケーションを行うためには,情報に振り回されず,情報を活用し情報をデザインすることが重要となる。"
152,"出版や広告,Web用のパーツ製作などで使われる画像処理ソフトには,ベクタ系とラスタ系が存在する。"
153,"ベクタ系画像処理ソフトでは,円や長方形などの図形はオブジェクトというひとつの塊として描画される。オブジェクトは,数式で表現されているため,拡大・変形しても画質は劣化しない。また,オブジェクト毎に選択して重ねたり移動したりできる。"
154,"ラスタ系画像処理ソフトでは,画像を小さな点(ピクセル)で描画する。そのため,拡大や変形すると画像が粗くなる場合がある。また,ベクタ系と異なり画像内にある一部の円や長方形だけを移動したり,削除することはできない。デジタルカメラで撮影した画像は,ラスタ系画像処理ソフトで作成した画像と同じようにピクセルが集まってできている。以下に述べることは,ソフトウェア操作の例である。"
155,"ベクタ系画像処理ソフト・ラスタ系画像処理ソフトともに,ズームツールで画面上をクリックすると拡大表示される。また,ドラッグして囲むと囲んだ範囲が拡大表示される。ズームツールでは,Altキーを押しながらクリックすると縮小表示がされる。"
156,"拡大・縮小等を繰り返して,全体の様子が分からなくなった場合には,ツールパネルのズームツールをダブルクリックするか,Ctrlキーと1キーを同時に押すと100%表示になる。また手のひらツールをダブルクリックするか,Ctrlキーと0キーを同時に押すと画像の全体表示になる。"
157,"ツールバーの『T』をクリックすると,文字を入力できる状態になる。文字を入力したい場所にカーソルを合わせて文字を入力する。"
158,"ベクタ系画像処理ソフトでは,「編集」メニューの「○○の取り消し」を選択すると,直前に行った操作の取り返しができる。取り消しは,複数の操作をさかのぼって行うことができる。また,「編集」メニューの「○○のやりなおし」を選択すると,操作の取り消しを取り消すこともできる。"
159,"レイヤーは,図表3のように,透明なフィルムを重ねてひとつの画像となる。ベクタ系画像処理ソフトでのレイヤーは複数のオブジェクトをまとめて扱うことが目的であるが,ピクセル画像を扱うラスタ系画像処理ソフトでは,レイヤーがベクタ系画像処理ソフトのオブジェクトにあたる。どちらのソフトウェアもレイヤーが編集単位となり,レイヤーを重ねて画像を作成していく。"
160,"レイヤーの作成・削除・コピーは,画像編集における基本操作である。レイヤーの操作はレイヤーパネルで行う。「新規レイヤーを作成」をクリックすると新しいレイヤーが作成される。新しいレイヤーは,透明なレイヤーなので,レイヤーを作成しただけでは見た目に変化はない。レイヤーをコピーする場合は,コピーしたいレイヤーを「新規レイヤーを作成」までドラッグすると,レイヤーをコピーできる。"
161,"レイヤーが複数ある場合などに,誤って異なるレイヤーを操作してしまうことを防ぐために,ロックをかけることができる。また,一時的にレイヤーを非表示にすることもできる。"
162,"レイヤーは,重なり順を変更することができる。レイヤーパネルで順番を入れ替えたいレイヤーをドラッグして,移動させる。"
163,"デザインの語源は,ラテン語で「計画を記号で表す」という意味の「Designare」であったと言われている。デザインには,そこに込められた「計画」と,計画によって達成される「目的」が存在する。例えば,広告のデザインにおいては,宣伝する商品やサービスのターゲットとなる属性の人達に対して訴えかけるという「目的」が存在し,その目的を達成するための広告は,どのような素材を用い,どのような配色で表現するのかという「計画」を立てている。どの属性のターゲットに訴えかけるかという「目的」が変われば,当然ではあるが,広告における表現の「計画」も変わることになる。つまり,目的によってデザインは変化していくことになる。"
164,"デザインの起源は19世紀末にウィリアム・モリスらが展開した,アーツ・アンド・クラフツ運動であると言われている。これは,大量生産による安価で粗悪な工業製品ではなく,生活と芸術を融合した製品を生産することによって,市民の生活の質や,製品の質や価値を向上させようという運動である。アーツ・アンド・クラフツ運動が目指したものは,良質な製品を社会に行き渡らせることで,よりよい社会を実現するというものであったが,この運動により生産されるものは,手作業による高価なものとなってしまい,結果的に社会の一部にしか浸透しなかった。"
165,"20世紀に入り,ドイツの美術と建築の学校であるバウハウスから生み出されたデザインをはじめとする,モダンデザインは,装飾によるデザインから製品が持つ本質的な機能美を追求することで,工業製品に取り入れることができる合理的,機能的なデザインを指向し,良質な製品を社会のあらゆる階層の人々に行き渡らせようとした。"
166,"また,同時期にオットー・ノイラートが考案したアイソタイプは,文字が読めない社会的弱者を含めた,あらゆる人々に向けて,情報をグラフィカルに伝達しようとしたものである。その目的は,言語の壁を越えて情報を伝達することで,社会的な不平等を解消しようとしたものと言われている。"
167,"先に述べたように,何かをデザインするという行為には,必ず達成したい目的が存在している。そして,これまでのデザインの歴史的な流れから分かるように,デザインによって達成される目的は,社会や身の回りの問題の解決である。つまり,デザインには,「問題解決の手段」という役割が与えられていることになる。「良いデザイン」には,「どのような問題を解決するか」という目的が明確に設定され,「設定された問題が適切に解決されている」という結果が伴っている。"
168,"学習指導要領解説では,情報デザインについて「効果的なコミュニケーションや問題解決のために,情報を整理したり,目的や意図を持った情報を受け手に対して分かりやすく伝達したり,操作性を高めたりするためのデザインの基礎知識や表現方法及びその技術のことである。」と述べている。具体的には,「物事の関係性を図解で表現する」「数値データの比較のためにグラフを使う」「論理構造を整えて文章を書く」といったことがある。"
169,"また,情報デザインについては,ロバート・ホーンが「情報を人が効率的かつ効果的に使えるような形で準備する技と知識」と定義している。この定義では,視覚的なデザインだけではなく,コミュニケーションにおける相互の関係をデザインすることも含まれている。"
170,"学習指導要領解説では,情報デザインについて「効果的なコミュニケーションや問題解決のために,情報を整理したり,目的や意図を持った情報を受け手に対して分かりやすく伝達したり,操作性を高めたりするためのデザインの基礎知識や表現方法及びその技術のことである。」と述べている。具体的には,「物事の関係性を図解で表現する」「数値データの比較のためにグラフを使う」「論理構造を整えて文章を書く」といったことがある。"
171,"先に述べた,オットー・ノイラートのアイソタイプは,図記号を用いた情報デザインのはしりである。その後,オリンピックなどの国際的なイベントや駅などの公共施設の案内に,ピクトグラムを中心としたサインシステムが用いられるようになり,インフォグラフィックスによる情報の表現も多くみられるようになっている。"
172,"今の社会では,様々な機器のデザインが情報デザインの考え方に基づいている。これは,機器にコンピュータが組み込まれ,汎用性を得たことと深く関係している。代表的な例としてはスマートフォンがある。通話しかできない単機能の携帯電話から,メールの送受信ができるようになり,カメラで写真が撮影できるようになるなど,機能が増えるにつれ,使いたい機能を容易に呼び出せるようなユーザインタフェースの必要性が高まってきた。現在のスマートフォンは,電話,メール,カメラ,Web閲覧,音楽プレーヤー,ゲーム機‥‥と様々な機能を兼ね備えているため,利用者が操作に迷わないようなユーザインタフェースを備える必要がある。"
173,"椅子やベッドのように物の存在自体が,人間の物に対する働きかけ方を想起させる場合がある。例えば,ユーザインタフェースは,「機器の操作」を利用者に想起させる。この「情報デザインの考え方」には,「情報の視覚的な表現」という「情報の見せ方」だけでなく,階層化されたメニューのように「情報を表示する順序」といった「情報の出し方」のデザインも含まれている。"
174,"椅子やベッドのように物の存在自体が,人間の物に対する働きかけ方を想起させる場合がある。例えば,ユーザインタフェースは,「機器の操作」を利用者に想起させる。この「情報デザインの考え方」には,「情報の視覚的な表現」という「情報の見せ方」だけでなく,階層化されたメニューのように「情報を表示する順序」といった「情報の出し方」のデザインも含まれている。"
175,"情報デザインを行っていく上で欠かせないのが,情報を構造化していくことである。情報の構造化とは,情報をある基準を用いて整理し,整理された情報同士を結び付けていくことである。"
176,"情報の整理の基準として用いられているのが,リチャード・ソール・ワーマンが提唱した「究極の5個の帽子掛け」と呼ばれるものである。ここでは,情報を整理する基準について,「位置」「アルファベット」「時間」「カテゴリ」「連続量」の5つしかないとしている。例えば,写真を整理する場合を考えてみると,撮影した場所で整理していれば「位置」を基準にしているし,写っている人物で整理していれば「(名前の)アルファベット」を基準にしているといった具合になる。"
177,"整理された情報同士の結び付きは,「並列」「順序」「分岐」「因果」「階層」の5つに分類でき,それぞれ情報の表現の仕方に反映される。例えば,「並列」であれば箇条書きで表現され,「順序」であれば番号付きのリストで表現される。この2つについては,文字のみでも比較的簡潔に表現することが可能だが,「分岐」「因果」「階層」については,文字だけで表現しようとすると,冗長な文章となりがちなので,図解などを適宜取り入れることになる。"
178,"情報の構造化は,先に述べた,「情報の見せ方」だけでなく,「情報の出し方」にも関わってくる。例えば,Webサイトの構造のデザインにおいて,各ページのリンクをどのように結び付けるかは,情報同士の結び付き方と密接に関係している。"
179,"サインシステム,インフォグラフィックス,ユーザインタフェースなどのデザインにおいて,情報デザインとして優れているものは,利用者の立場に立ったデザインがなされている。これは「人間中心設計」という考え方で,その設計プロセスはISO(国際標準化機構)で規定されている。"
180,"人間中心設計のプロセスは,利用者のニ ーズを把握し,そのニーズに基づいたデザインを行い,利用者の評価を受けて改善を行う。人間中心設計では,利用者のニーズを完全に満たすまで評価と改善を繰り返すことになる。"
181,"デザインのプロセスも人間中心設計のプロセスに基づいている。デザインについての詳細なプロセスと,各プロセスにおける具体的な活動は,以下の通りである。人間中心設計のプロセスが評価と改善を繰り返すように,デザインのプロセスもまた,利用者のニーズを満たすまで評価と改善を繰り返していく。"
182,"このようなデザインのプロセスでは,発散思考によって広く考えてアイデアを積み上げ,収束思考によって一つの解決案に絞り込んでいく。このようなプロセスはデザイン思考とも呼ばれ,分析的に考える分析思考とともに問題の発見・解決への重要なアプローチ法である。"
183,"デザインの対象は,インタフェース,アルゴリズム,プログラミング,ネットワーク,データベース,データ分析など,コンテンツ以外にも多岐に渡るものである。広い意味では組織や文化などもデザインの対象になりうる。"
184,"情報デザインの目的は「情報伝達についての問題の解決」であるから,デザインの対象は「情報伝達について何らかの問題を抱えているもの」ということになる。しかし,日常生活において,その問題を意識する機会は少ない。なぜなら,人間は置かれている状況に上手に対応しながら生活しているので,問題を問題として認識することが難しいからである。"
185,"デザインの対象を見つけるためには,身の回りにある情報伝達の仕組みについて,新たな視点から考える必要がある。そのために,各種の発想法が用いられる。発想法は,ブレーンストーミングやKJ法がその代表である。"
186,"ブレーンストーミングやKJ法以外に,授業に取り入れやすい発想法としては,ブレーンライティング(635法)がある。"
187,"ブレーンライティングは,6人程度のグループを組んで, 6 × 3のマス目があるシートにそれぞれの意見やアイデアを書き込んでいく発想法である。具体的な手順は以下の通りである。 1. 1人に1枚シートを配布する 2. 1行目 のマ ス目 に5分以 内で3つの 意見,アイデアを記入する 3.左手のメンバーにシートを渡し,右手のメンバーからシートを受け取る 4.上の行のマス目に記入してある意見,アイデアを読んで,連想する意見,アイデアを5分以内で3つ記入する(連想するものがない場合,新たな意見,アイデアを記入する) 5.以下,手順3,4を,自分が最初に書いたシートが戻ってくるまで繰り返す"
188,"ブレーンライティングで記入する意見,アイデアは,ブレーンストーミングと同様に,自由な発想から出すことを奨励し,他者の意見,アイデアの批判はしないようにする。"
189,"各種の発想法によりデザインの対象を見つけたら,そこにあるニーズについて情報を収集する。このとき収集される情報には,大きく分けて,定量的な情報と,定性的な情報がある。定量的な情報は,結果を数値で得られるため,量的な比較や検証をするのに向いている。定性的な情報は,主に文字情報によって結果が得られるため,新たな気付きを得たり,詳細な状況を探ったりするのに向いている。"
190,"定量的な情報を収集する手法の代表がアンケート調査である。アンケート調査は,ニーズについての仮説を立てておき,その仮説を検証するための適切な質問を考えておく必要がある。"
191,"定性的な情報を収集する手法についてはインタビューがある。インタビューには,個別に行うものと,グループに対して行うものとがある。また,インタビューの内容も,あらかじめ質問を決めておく場合と,状況に応じて質問を変えていく場合とがある。いずれにせよ,インタビューを行う際には,事前に十分な準備が必要となる。"
192,"その他に,情報を収集する手法としてフィールドワークがある。これは,実際にデザインの対象となる場に行って,現地の様子を観察するやり方である。必要に応じて,現地でアンケート調査やインタビューを行えるため,より多面的な情報が手に入るが,観察者の力量によって情報の質が変わってしまう場合もある。"
193,"ニーズについての情報が収集できたら,そのニーズに基づいて問題を解決できるように,デザインの要件を定義する。デザインの要件を定義する上での重要なポイントは,「何をすれば問題が解決されるのか」である。それを探るために,ペルソナ手法やシナリオ手法などが用いられる。"
194,"ペルソナ手法は,デザインされた情報の利用者の人物像(ペルソナ)を設定し,その人物に向けて,何が必要かを検討していくことで要件を定義する手法である。ペルソナを設定する際には,年齢,性別,職業,家族構成,趣味,スキルといった人物の基本的な情報だけでなく,利用者の会社,学校,社会での役割(ユーザロール)や,利用者がどのようなことを達成したいのか(ユーザゴール),利用者の好みなども具体的に設定していく。ペルソナの設定にあたっては,ニーズを探るために収集した情報を活用し,必要であれば,追加で情報を収集する。"
195,"シナリオ手法は,デザインしたものが利用される場面を具体的に想定して,要件を定義する手法である。"
196,"シナリオ手法の一種として,「構造化シナリオ法」がよく用いられる。これは,デザインされたものについて,利用者にどのような価値をもたらすのかを記述した「バリューシナリオ」,利用者の活動の様子について記述した「アクティビティシナリオ」,利用者の具体的な行動や操作について記述した「インタラクションシナリオ」の3つのシナリオから構成される。"
197,"上記のシナリオの場合,この教育委員会のWebサイトのデザインを検討する際には,各校のカリキュラムで検索する機能を組み込むことを要件として定義するか検討することになる。"
198,"要件の定義ができたら,まずプロトタイプを作成してみる。プロトタイプは完成品の原型ではなく,あくまでデザインを検討していく過程で作成されるものである。そのため,デザインの可能性を追求するためには,完成品に近い1個のプロトタイプを,時間をかけて作成するのではなく,簡単に作成できるものを多数作成する。プロトタイプの作成にあたっては,できるだけ扱いが簡単なツールを使って作成するほうがよい。"
199,"ポスターなどの印刷物であれば,グラフィックソフトで作成する前に,手書きでラフスケッチを描いてデザインを検討する。サインシステムなど公共の場に設置するものであれば,設置場所の写真とデザイン案を合成して,現実の風景との調和や視認性などを確認する。"
